state,district,block,election_year,tier,stage,source_path,source_sha256,source_page,source_column,table_row,source_bbox,bbox_units,native_reading,heading,crop_path,cache_path,row_id,raw_reading,second_reading,crop_sha256,ocr_min_confidence,office_name_reading,gram_panchayat_reading,caste_reservation,woman_reserved,category,quality_flags,review_status,review_note,record_kind,block_review_status,review_method,name_ambiguous,candidate_name_readings,evidence_references,qwen_raw_reading,qwen_review_cache,qwen_agrees_with_current_reading,qwen_disagreement_adjudication
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,6,"[331.07, 552.53, 439.98, 566.56]","PDF points, top origin",Iharaltagram-ll (SCJ,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-6-4.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-6-4.json,e2a82bace5c0aec2794fed76,Jharaltagram-ll (SC),Jharaltagram-ll (SC),1b3fb5b3f85cbd11035d81a868bba5690884631ad1cc6c0ff4a2d544337425b5,7.277822,Jharaltagram-II,Jharaltagram-II,SC,,SC,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,6,"[439.97, 551.98, 548.73, 566.0]","PDF points, top origin",,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-6-5.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-6-5.json,71e41e1a46c1ad1450aaf09f,,,e5ec470e3e3f11293be1a8dad2007d88e43f1d5b0873268b24af18cd4085f5be,,,,,,,positive_mentions_only;ocr_not_certified;blank_or_unresolved_cell,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,visually_reviewed_blank_cell,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,7,"[331.08, 566.0, 439.99, 580.05]","PDF points, top origin",Magurmari-l (SC),False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-7-4.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-7-4.json,f0d266980a9695399e8f48b3,Magurmati-I (SC),Magurmati-I (SC),8210a4a3a4fcdf9a341076707321e545ea883ffc537b8205e9cd78882f34d9b7,41.866592,Magurmari-I,Magurmari-I,SC,,SC,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,7,"[439.98, 565.45, 548.74, 579.48]","PDF points, top origin",Magurmari-l [W),False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-7-5.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-7-5.json,1deaa2ce65f1384af167af2e,Magurmari-l (W),Magurmari-l (W),1c43d9d01536f384f7b58546241d45be8bbfcf8fe0b9b6757245f4b864646612,27.990484,Magurmari-I,Magurmari-I,,True,women,positive_mentions_only;ocr_not_certified,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,8,"[331.09, 579.48, 440.02, 607.03]","PDF points, top origin",Barogharia (SC),False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-8-4.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-8-4.json,cc7fde6133ea2a00e0f4feb9,Barugharia (SC),Barugharia (SC),a6780c0d25672b55b6646585224ead88bae1e5152fb831e9a0d4a4c24a17169f,76.053406,Barogharia,Barogharia,SC,,SC,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown. Page1 detected row8 spans two printed rows; each column identifies a different GP.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,8,"[439.99, 578.91, 548.77, 606.44]","PDF points, top origin",Magurmari-ll [WJ,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-8-5.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-8-5.json,16872356622417ac77575266,Magurmari-It (W),Magurmari-It (W),49e28ea143391c53062be8b56543403da5f0e1e22358c48a1ac317b7825c49a9,12.820282,Magurmari-II,Magurmari-II,,True,women,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown. Page1 detected row8 spans two printed rows; each column identifies a different GP.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,9,"[331.11, 606.44, 440.03, 620.51]","PDF points, top origin",Gadong-l [SC),False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-9-4.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-9-4.json,1d56ab48e428b6124473c2fd,Gadong-I (SC),Gadong-I (SC),a8f61b335cb8caad2ba3dfcef648d8925233282029e665c28daaeef4f03a6565,91.062584,Gadong-I,Gadong-I,SC,,SC,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,9,"[440.02, 605.85, 548.79, 619.92]","PDF points, top origin",Gadong-l (WJ,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-9-5.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-9-5.json,e3b5b99c9d2d44681e42ec96,Gadong-1{W),Gadong-1{W),a4b4fc483c8f17ab8c29d90d158888a0fa06529e18346bb557645a7522dbaa89,50.713799,Gadong-I,Gadong-I,,True,women,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,10,"[331.11, 619.92, 440.04, 634.51]","PDF points, top origin",,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-10-4.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-10-4.json,c7a80c112a6f056b6d6765be,,BS,ff0e8095b5e9716494132202f5ca3b9de10a30881117f105183fe687e0af6393,,,,,,,positive_mentions_only;ocr_not_certified;ocr_segmentation_disagreement;blank_or_unresolved_cell,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,visually_reviewed_blank_cell,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,10,"[440.03, 619.32, 548.81, 633.9]","PDF points, top origin",Gadong-ll IWJ,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-10-5.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-10-5.json,95e07fbd12928f9e29c1d288,Gadeng-Il (W),Gadeng-Il (W),7d7b6e21b741f15134bb0dea060c41653b5f50ae38949596298dc874241a984f,47.82486,Gadong-II,Gadong-II,,True,women,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Frozen expanded sample 120; visual references in qwen_review/expanded/gold_b.json. Source crop SHA256 6a1d89c1326b6b38bd4331f4dd9af039a324c8780f3bf64bb61ea94e48376f0a. Original OCR retained; blank other axes remain unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,blinded_single_visual_reader,False,,"[{""path"":""data/wb/derived/qwen_review/expanded/gold_b.json"",""sha256"":""7d6a312a6db77cc6acb325473ab1b6fbdc22443d1984356a9a1e2faf69a2a5ea""}]",,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,11,"[331.12, 633.9, 440.06, 648.0]","PDF points, top origin",Ramshai [STJ,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-11-4.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-11-4.json,47007aba8ed490fbdda8d669,Ramshai (ST),Ramshai (ST),3690dc6ff3c904da484603832002d421e2e37c278c80fd0ceee250d8dd1d5c52,86.43821,Ramshai,Ramshai,ST,,ST,positive_mentions_only;ocr_not_certified,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,11,"[440.04, 633.29, 548.82, 647.38]","PDF points, top origin",,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-11-5.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-11-5.json,211ef07e568efc3c862b0dfd,,,e5ec470e3e3f11293be1a8dad2007d88e43f1d5b0873268b24af18cd4085f5be,,,,,,,positive_mentions_only;ocr_not_certified;blank_or_unresolved_cell,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,visually_reviewed_blank_cell,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,12,"[331.13, 647.38, 440.07, 660.99]","PDF points, top origin",Domohoni-ll (SC),False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-12-4.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-12-4.json,2451e9ee90761a0639c527ec,Domohoni-Il (SC),Domohoni-Il (SC),7cb5f4d717292dfc9754cfa3eee29346c7acc144774aff26585a7e10bc32714c,16.431427,Domohoni-II,Domohoni-II,SC,,SC,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,5,12,"[440.06, 646.76, 548.84, 660.36]","PDF points, top origin",Domohoni-ll (W),False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-12-5.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-12-5.json,b2a6f2f13286f3f58f3db97e,Domohoni-Hl (W),Domohoni-Hl (W),b81d3d85a6f249403119d562d005589c9aa8548f928a27b2039649978b97e4b9,47.972889,Domohoni-II,Domohoni-II,,True,women,positive_mentions_only;ocr_not_certified;native_ocr_disagreement,visually_reviewed_single_reader,Roman suffix typography normalized; blank other axis stays unknown.,positive_office_reservation_mention,source_filename_or_unreviewed,visual_reading_of_printed_PDF,False,,[],,,,
West Bengal,Jalpaiguri,,2023,gp_head,final,data/wb/2023/gp_sources/jalpaiguri_final_office_reservations.pdf,9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e,1,4,13,"[331.14, 660.36, 440.08, 674.98]","PDF points, top origin",,False,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-13-4.png,data/wb/derived/office_native/ocr/9e759adbc650c67a542622d15113f4a9c55b8296a31e6714b019d6a6aa719d1e/cell-v1-1-13-4.json,bab427a0fc1c3c70f3700ab5,,BS,ff0e8095b5e9716494132202f5ca3b9de10a30881117f105183fe687e0af6393,,,,,,,positive_mentions_only;ocr_not_certified;ocr_segmentation_disagreement;blank_or_unresolved_cell,visually_reviewed_single_reader,Frozen expanded sample 48; visual references in qwen_review/expanded/gold_a.json. Source crop SHA256 440598c894241c54b514fe72b86d4cd333ccd00a5930aa009bc3e9a5525361e5. Original OCR retained; blank other axes remain unknown.,visually_reviewed_blank_cell,source_filename_or_unreviewed,blinded_single_visual_reader,False,,"[{""path"":""data/wb/derived/qwen_review/expanded/gold_a.json"",""sha256"":""89eaae3df88aa6358dfaf848878cc03e90411b3cfcc8513bc1661aaa202ccfa2""}]",,,,
