query_id,state,query,provider,recorded_utc,timing_note
root_01,Rajasthan,Rajasthan panchayat election 2000 sarpanch reservation results statistical report,web.run,2026-09-08T05:03:44.241128+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_02,Uttar Pradesh,Uttar Pradesh gram pradhan 2000 election reservation data 1995,web.run,2026-09-08T05:03:44.241189+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_03,Bihar,Bihar 2001 mukhiya election reservation results data,web.run,2026-09-08T05:03:44.241192+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_04,Odisha,Odisha 2002 1997 sarpanch election reservation list,web.run,2026-09-08T05:03:44.241195+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_05,Madhya Pradesh,site.sec.mp.gov.in 1994 1999 panchayat election sarpanch results,web.run,2026-09-08T05:03:44.241198+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_06,Tamil Nadu,Tamil Nadu 1996 2001 village panchayat president reservation election results data replication,web.run,2026-09-08T05:03:44.241201+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_07,Bihar,Bihar 2001 mukhiya election data reservation replication dataset,web.run,2026-09-08T05:03:44.241204+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_08,Madhya Pradesh,"site.sec.mp.gov.in ""1999"" ""पंचायत""",web.run,2026-09-08T05:03:44.241206+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_09,Bihar,"""Bihar"" ""2001"" ""Mukhiya"" ""data"" reservation",web.run,2026-09-08T05:03:44.241210+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_10,Tamil Nadu,"""Tamil Nadu"" ""401"" ""17.08.1996"" gazette pdf",web.run,2026-09-08T05:03:44.241213+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_11,Madhya Pradesh,"""Madhya Pradesh"" ""1994"" ""1999"" ""sarpanch"" dataset",web.run,2026-09-08T05:03:44.241215+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_12,Madhya Pradesh,"""Madhya Pradesh"" ""reservation"" ""1994"" ""data"" panchayat replication",web.run,2026-09-08T05:03:44.241218+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_13,Odisha,"site.sec.odisha.gov.in ""2002"" sarpanch",web.run,2026-09-08T05:03:44.241221+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_14,Uttar Pradesh,"site.mau.nic.in ""1995-2015"" ""PRADHAN""",web.run,2026-09-08T05:03:44.241223+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_15,Rajasthan,"""Voters’ awareness"" ""electoral candidature"" data replication",web.run,2026-09-08T05:10:38.169495+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_16,Rajasthan,"""Banerjee"" ""Duflo"" ""Imbert"" ""Pande"" ""Dataverse"" Rajasthan",web.run,2026-09-08T05:10:38.169570+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
root_17,Uttar Pradesh,"""1995"" ""2000"" ""GRAM PRADHAN"" ""reservation"" district",web.run,2026-09-08T05:10:38.169572+00:00,"Executed during this session; recorded after search, not an invented execution timestamp"
