source_path,source_sha256,source_page,source_table,source_row,source_table_bbox,raw_cells,district,reference_kind,document_reference_year,record_kind,review_status
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,4,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Dy CMOH- II"", ""0342"", ""2565192"", ""2665192"", ""9231850245""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,5,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Dy CMOH- III"", ""0342"", ""2662074"", ""2568136"", ""9434144940""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,6,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Hospital Superintendent"", ""0342"", ""2565228"", ""2566501"", ""9433033333""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,7,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Principal, Burdwan Medical College"", ""0342"", ""2558646"", ""26836649"", ""9830602780""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,8,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Burdwan Medical College PBX"", ""0342"", ""2558641 - 43"", """", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,9,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Burdwan Homeopathy College"", ""0342"", ""2530601"", """", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,10,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Hospital Emergency Section"", ""0342"", ""2566486"", """", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,11,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Asstt. CMOH (Katwa)"", ""03453"", ""255301"", """", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,12,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Asstt. CMOH (Kalna)"", ""03454"", ""255034"", """", ""9434219731""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,13,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Asstt. CMOH (Durgapur)"", ""0343"", ""2546450"", """", ""9332610498""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,14,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Asstt. CMOH (Asansol)"", ""0341"", ""2202178"", """", ""9434162333""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,15,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Super, Asansol Sub Divisional Hospital"", ""0341"", ""2202388\n2204040"", """", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,16,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Super, Durgapur Sub Divisional Hospital"", ""0343"", ""2537163"", """", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,17,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Super, Katwa Sub Divisional Hospital"", ""03453"", ""255060"", """", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,1,18,"[84.06104651162791, 88.125, 544.125, 295.125]","[""Super, Kalna Sub Divisional Hospital"", ""03454"", ""255432"", """", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,1,"[84.06104651162791, 326.625, 561.375, 487.875]","[""Name"", ""Telephone"", ""Name"", ""Telephone""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,2,"[84.06104651162791, 326.625, 561.375, 487.875]","[""Police Station (Sadar Thana)"", ""100\n0342-2664466\n2664467"", ""Directory Enquiry"", ""151\n0342-2664111""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,3,"[84.06104651162791, 326.625, 561.375, 487.875]","[""Sadar Thana (Women Cell)"", ""0342-2669597"", ""Trunk Booking"", ""180""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,4,"[84.06104651162791, 326.625, 561.375, 487.875]","[""Fire Brigade"", ""101\n0342-2556901\n2557901"", ""Trunk Assistance"", ""181""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,5,"[84.06104651162791, 326.625, 561.375, 487.875]","[""Postal Enquiry"", ""0342-2568727"", ""Hospital Enquiry"", ""0342-2566486""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,6,"[84.06104651162791, 326.625, 561.375, 487.875]","[""Railway Enquiry"", ""131\n0342-2662534"", ""Hospital Emergency Section"", ""0342-2566486""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,7,"[84.06104651162791, 326.625, 561.375, 487.875]","[""GRP"", ""0342-2560429"", ""Blood Bank Hospital"", ""0342-2563134""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,8,"[84.06104651162791, 326.625, 561.375, 487.875]","[""RPF"", ""0342-2562542"", ""St. John Ambulance"", ""0342-2557461""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,2,9,"[84.06104651162791, 326.625, 561.375, 487.875]","[""Telephone Enquiry-complain"", ""198\n2662510"", ""Telephone Assistance"", ""199""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,1,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Name of the Officials"", ""STD"", ""Office""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,2,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Howrah Station Enquiry"", ""033"", ""26607412, 26603542""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,3,"[84.06104651162791, 514.125, 477.165, 705.375]","[""GM Eastern Railway"", ""033"", ""22309088""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,4,"[84.06104651162791, 514.125, 477.165, 705.375]","[""DRM Sealdah"", ""033"", ""23505090""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,5,"[84.06104651162791, 514.125, 477.165, 705.375]","[""DRM Howrah"", ""033"", ""26412348""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,6,"[84.06104651162791, 514.125, 477.165, 705.375]","[""DRM Asansol"", ""0341"", ""2202319""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,7,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Area Manager, Burdwan"", ""0342"", ""2662537""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,8,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Station, Burdwan"", ""0342"", ""26625341""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,9,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Station, Asansol"", ""0341"", ""2204640, 2206131""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,10,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Station, Durgapur"", ""0343"", ""2557251""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,11,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Enquiry, Asansol"", ""0341"", ""2206131""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,12,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Enquiry,Durgapur"", ""0343"", ""2557251, 2557252""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,13,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Enquiry, Katwa"", ""03453"", ""255022""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,14,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Enquiry, Kalna"", ""03454"", ""255038""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,15,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Enquiry, Andal"", ""0341"", ""2373225""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,41,3,16,"[84.06104651162791, 514.125, 477.165, 705.375]","[""Railway Enquiry, Raniganj"", ""0341"", ""2444022""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,1,1,"[87.72727272727273, 96.375, 569.625, 193.875]","[""Name of PC"", ""Name of MP"", ""Party Affiliation"", ""Phone"", ""Mobile""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,1,2,"[87.72727272727273, 96.375, 569.625, 193.875]","[""37-Durgapur (SC)"", ""Sunil Khan"", ""CPI(M)"", ""0341-254279\n033-25603715\n011-237366367"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,1,3,"[87.72727272727273, 96.375, 569.625, 193.875]","[""38-Asansol"", ""Bansagopal Chowdhury"", ""CPI(M)"", ""0341-2444672"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,1,4,"[87.72727272727273, 96.375, 569.625, 193.875]","[""39-Burdwan"", ""Nikhilananda Sar"", ""CPI(M)"", ""0342-2622163 03453-262224\n011-23792760"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,1,5,"[87.72727272727273, 96.375, 569.625, 193.875]","[""40-Katwa"", ""Abu Ayes Mondal"", ""CPI(M)"", ""0342-2750690\n011-23794878"", ""9868180928""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,1,"[87.72727272727273, 219.375, 523.125, 628.875]","[""Name of AC"", ""Name of MLA"", ""Party\nAffiliation"", ""Phone"", ""Mobile""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,2,"[87.72727272727273, 219.375, 523.125, 628.875]","[""257-Kulti"", ""Ujjal Chatterjee"", ""AITC"", ""0341-2514367"", ""9434032901""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,3,"[87.72727272727273, 219.375, 523.125, 628.875]","[""258-Barabani"", ""Dilip Sarkar"", ""CPI(M)"", ""0341-2236432"", ""9434238612""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,4,"[87.72727272727273, 219.375, 523.125, 628.875]","[""259-Hirapur"", ""Amitava Mukhopadhyay"", ""CPI(M)"", ""0341-2283654"", ""9434214590""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,5,"[87.72727272727273, 219.375, 523.125, 628.875]","[""260-Asansol"", ""Prativa Ranjan Mukherjee"", ""CPI(M)"", ""0341-2281292"", ""9434043232""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,6,"[87.72727272727273, 219.375, 523.125, 628.875]","[""261-Raniganj"", ""Haradhan Jha"", ""CPI(M)"", """", ""9832122956""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,7,"[87.72727272727273, 219.375, 523.125, 628.875]","[""262-Jamuria"", ""Dhiraj Lal Hazra"", ""CPI(M)"", ""0341-2455912"", ""9832178088""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,8,"[87.72727272727273, 219.375, 523.125, 628.875]","[""263-Ukhra(SC)"", ""Madan Bauri"", ""CPI(M)"", ""0341-2667560\n0341-2667456"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,9,"[87.72727272727273, 219.375, 523.125, 628.875]","[""264-Durgapur-I"", ""Mrinal Banerjee"", ""CPI(M)"", ""0343-2564214\n033-24766096"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,10,"[87.72727272727273, 219.375, 523.125, 628.875]","[""265-Durgapur-II"", ""Biprendu Kumar Chakraborty"", ""CPI(M)"", ""0343-2546464"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,11,"[87.72727272727273, 219.375, 523.125, 628.875]","[""266-Kanksa(SC)"", ""Ankure Saresh"", ""CPI(M)"", ""0343-2525919"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,12,"[87.72727272727273, 219.375, 523.125, 628.875]","[""267-Ausgram(SC)"", ""Kartick Ch. Bag"", ""CPI(M)"", ""03452-267600"", ""9434226611""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,13,"[87.72727272727273, 219.375, 523.125, 628.875]","[""268-Bhatar"", ""Sayed Md. Masih"", ""CPI(M)"", ""03452-255866"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,14,"[87.72727272727273, 219.375, 523.125, 628.875]","[""269-Galsi"", ""Mehebub Mondal"", ""AIFB"", ""0342-2346545"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,15,"[87.72727272727273, 219.375, 523.125, 628.875]","[""270-Burdwan(N)"", ""Pradip Tah"", ""CPI(M)"", ""0342-2622341"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,16,"[87.72727272727273, 219.375, 523.125, 628.875]","[""271-Burdwan(S)"", ""Nirupam Sen"", ""CPI(M)"", ""0342-2663841"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,17,"[87.72727272727273, 219.375, 523.125, 628.875]","[""272-Khandaghosh(SC)"", ""Prasanta Majhi"", ""CPI(M)"", ""03451-210553"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,18,"[87.72727272727273, 219.375, 523.125, 628.875]","[""273-Raina"", ""Swapan Samanta"", ""CPI(M)"", ""03451-261212"", ""9434669092""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,19,"[87.72727272727273, 219.375, 523.125, 628.875]","[""274-Jamalpur(SC)"", ""Samar Hazra"", ""Independent"", ""03451-276605"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,20,"[87.72727272727273, 219.375, 523.125, 628.875]","[""275-Memari"", ""Sandhya Bhattacharya"", ""CPI(M)"", ""0342-2260599"", ""9434839280""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,21,"[87.72727272727273, 219.375, 523.125, 628.875]","[""276-Kalna"", ""Anjali Mondal"", ""CPI(M)"", """", ""9474376460""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,22,"[87.72727272727273, 219.375, 523.125, 628.875]","[""277-Nadanghat"", ""Swapan Debnath"", ""AITC"", ""03454-255924"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,23,"[87.72727272727273, 219.375, 523.125, 628.875]","[""278-Manteswar"", ""Chaudhuri Md Hedayatullah"", ""CPI(M)"", ""0342-2750552"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,24,"[87.72727272727273, 219.375, 523.125, 628.875]","[""279-Purbasthali"", ""Subrata Bhowal"", ""CPI(M)"", ""03454-264410"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,25,"[87.72727272727273, 219.375, 523.125, 628.875]","[""280-Katwa"", ""Rabindranath Chatterjee"", ""INC"", ""03453-255210\n03453-255178"", ""9434226594""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,26,"[87.72727272727273, 219.375, 523.125, 628.875]","[""281-MangalKote"", ""Sadhana Mallik"", ""CPI(M)"", ""03453-255497"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,2,27,"[87.72727272727273, 219.375, 523.125, 628.875]","[""282-Ketugram(SC)"", ""Tamal Ch. Majhi"", ""CPI(M)"", ""03453-242330"", """"]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
data/wb/gp_source_search/bardhaman/paninfo_book08_20110722093353.pdf,f4d24d35ceb90bdc93bc06ef9db800c0413f0b5a001fb1087598fc244798907b,42,3,1,"[87.72727272727273, 639.375, 280.875, 711.375]","[""District Office"", ""Telephone No.""]",Bardhaman,district_electoral_reference,2008,reference_table_row,raw_reference_extraction
